,Unnamed: 0,state_entry,term,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
54,54,Alabama,Fall 2021,Alabama Agric Mech University,0,0,0,0,0,0,0
105,105,Alabama,Fall 2021,Alabama State University,0,0,0,0,0,0,0
146,146,Alabama,Fall 2021,Auburn Univ Montgomery,0,0,0,0,0,0,0
214,214,Alabama,Fall 2021,Auburn University,0,0,0,0,0,0,0
539,539,Alabama,Fall 2021,Bevill State Cmty Coll Brewer,0,0,0,0,0,0,0
554,554,Alabama,Fall 2021,Birmingham Southern College,0,0,0,0,0,0,0
608,608,Alabama,Fall 2021,Bishop State Cmty Coll,0,0,0,0,0,0,0
636,636,Alabama,Fall 2021,Calhoun Community College,0,0,0,0,0,0,0
709,709,Alabama,Fall 2021,Centrl Alabama C C Childsbrg,0,0,0,0,0,0,0
851,851,Alabama,Fall 2021,Faulkner University,0,0,0,0,0,0,0
892,892,Alabama,Fall 2021,Gadsden St Cmty College,0,0,0,0,0,0,0
925,925,Alabama,Fall 2021,Geo C Wallace Community Colg,0,0,0,0,0,0,0
971,971,Alabama,Fall 2021,Jacksonville St University,0,0,0,0,0,0,0
1025,1025,Alabama,Fall 2021,Jefferson State Cmty Coll,0,0,0,0,0,0,0
1097,1097,Alabama,Fall 2021,Marion Military Institute,0,0,0,0,0,0,0
1146,1146,Alabama,Fall 2021,Northwst-Shoals Cmty Coll,0,0,0,0,0,0,0
1176,1176,Alabama,Fall 2021,Oakwood University,0,0,0,0,0,0,0
1200,1200,Alabama,Fall 2021,Samford University,0,0,0,0,0,0,0
1280,1280,Alabama,Fall 2021,Shelton State Cmnty College,0,0,0,0,0,0,0
1314,1314,Alabama,Fall 2021,Snead State Community College,0,0,0,0,0,0,0
1365,1365,Alabama,Fall 2021,Southrn Union St Comm Coll Wad,0,0,0,0,0,0,0
1516,1516,Alabama,Fall 2021,Troy University,0,0,0,0,0,0,0
1580,1580,Alabama,Fall 2021,Tuskegee University,0,0,0,0,0,0,0
1658,1658,Alabama,Fall 2021,Univ Alabama Birmingham,0,0,0,0,0,0,0
1793,1793,Alabama,Fall 2021,Univ Alabama Huntsville,0,0,0,0,0,0,0
1906,1906,Alabama,Fall 2021,Univ Alabama Tuscaloosa*,0,0,0,0,0,0,0
2126,2126,Alabama,Fall 2021,Univ South Alabama,0,0,0,0,0,0,0
2214,2214,Alabama,Fall 2021,University Of West Alabama,0,0,0,0,0,0,0
2263,2263,Alaska,Fall 2021,Univ Alaska Anchorage,0,0,0,0,0,0,0
2292,2292,Alaska,Fall 2021,Univ Alaska Fairbanks*,0,0,0,0,0,0,0
2328,2328,Alaska,Fall 2021,Univ of Alaska-Fairbanks*,0,0,0,0,0,0,0
2362,2362,Arizona,Fall 2021,Arizona State Univ-West,0,0,0,0,0,0,0
2453,2453,Arizona,Fall 2021,Arizona State University,0,0,0,0,0,0,0
2700,2700,Arizona,Fall 2021,Arizona Western College,0,0,0,0,0,0,0
2752,2752,Arizona,Fall 2021,Central Arizona College,0,0,0,0,0,0,0
2770,2770,Arizona,Fall 2021,Chandler Gilbert Cmty College,0,0,0,0,0,0,0
2808,2808,Arizona,Fall 2021,Cochise College,0,0,0,0,0,0,0
2853,2853,Arizona,Fall 2021,Estrella Mountain Cmty Coll,0,0,0,0,0,0,0
2910,2910,Arizona,Fall 2021,Gateway Cmty College,0,0,0,0,0,0,0
2960,2960,Arizona,Fall 2021,Glendale Community College,0,0,0,0,0,0,0
3004,3004,Arizona,Fall 2021,Grand Canyon University,0,0,0,0,0,0,0
3029,3029,Arizona,Fall 2021,Mesa Community College,0,0,0,0,0,0,0
3135,3135,Arizona,Fall 2021,Northern Arizona University,0,0,0,0,0,0,0
3183,3183,Arizona,Fall 2021,Northland Pioneer College,0,0,0,0,0,0,0
3212,3212,Arizona,Fall 2021,Paradise Valley Cmty Coll Cntr,0,0,0,0,0,0,0
3247,3247,Arizona,Fall 2021,Phoenix College,0,0,0,0,0,0,0
3280,3280,Arizona,Fall 2021,Pima Cmty College,0,0,0,0,0,0,0
3320,3320,Arizona,Fall 2021,Rio Salado College,0,0,0,0,0,0,0
3369,3369,Arizona,Fall 2021,Scottsdale Community College,0,0,0,0,0,0,0
3423,3423,Arizona,Fall 2021,South Mountain Cmty College,0,0,0,0,0,0,0
3453,3453,Arizona,Fall 2021,Univ Phoenix,0,0,0,0,0,0,0
3508,3508,Arizona,Fall 2021,University Of Arizona,0,0,0,0,0,0,0
3642,3642,Arizona,Fall 2021,Yavapai College,0,0,0,0,0,0,0
3683,3683,Arkansas,Fall 2021,Arkansas State Univ-Jonesboro,0,0,0,0,0,0,0
3718,3718,Arkansas,Fall 2021,Arkansas Tech University,0,0,0,0,0,0,0
3748,3748,Arkansas,Fall 2021,Harding University,0,0,0,0,0,0,0
3828,3828,Arkansas,Fall 2021,Henderson State University,0,0,0,0,0,0,0
3865,3865,Arkansas,Fall 2021,Hendrix College,0,0,0,0,0,0,0
3960,3960,Arkansas,Fall 2021,Uni of Arkan-Pulaski Tech Col,0,0,0,0,0,0,0
3999,3999,Arkansas,Fall 2021,Univ Arkansas At Little Rock,0,0,0,0,0,0,0
4041,4041,Arkansas,Fall 2021,Univ Arkansas Fayetteville*,0,0,0,0,0,0,0
4128,4128,Arkansas,Fall 2021,Univ Central Arkansas,0,0,0,0,0,0,0
4148,4148,Arkansas,Fall 2021,Univ Of Arkansas Fort Smith,0,0,0,0,0,0,0
4177,4177,California,Fall 2021,American River College*,0,0,0,0,0,0,0
4256,4256,California,Fall 2021,Antelope Valley College,0,0,0,0,0,0,0
4305,4305,California,Fall 2021,Bakersfield College,0,0,0,0,0,0,0
4332,4332,California,Fall 2021,Berkeley City College,0,0,0,0,0,0,0
4365,4365,California,Fall 2021,Biola University,0,0,0,0,0,0,0
4375,4375,California,Fall 2021,Butte College,0,0,0,0,0,0,0
4403,4403,California,Fall 2021,Cabrillo College,0,0,0,0,0,0,0
4467,4467,California,Fall 2021,Cal Poly St U-San Luis Obispo,0,0,0,0,0,0,0
4498,4498,California,Fall 2021,Calif Institute Tech,0,0,0,0,0,0,0
4552,4552,California,Fall 2021,Calif Lutheran University,0,0,0,0,0,0,0
4636,4636,California,Fall 2021,Calif St Univ Chico,0,0,0,0,0,0,0
4659,4659,California,Fall 2021,Calif St Univ Dominguez Hills,0,0,0,0,0,0,0
4682,4682,California,Fall 2021,Calif St Univ Fresno,0,0,0,0,0,0,0
4696,4696,California,Fall 2021,Calif St Univ Fullerton,0,0,0,0,0,0,0
4714,4714,California,Fall 2021,Calif St Univ Long Beach,0,0,0,0,0,0,0
4757,4757,California,Fall 2021,Calif St Univ Monterey Bay,0,0,0,0,0,0,0
4774,4774,California,Fall 2021,Calif St Univ Northridge,0,0,0,0,0,0,0
4822,4822,California,Fall 2021,Calif St Univ Sacramento,0,0,0,0,0,0,0
4830,4830,California,Fall 2021,Calif St Univ San Bernardino,0,0,0,0,0,0,0
4871,4871,California,Fall 2021,Calif St Univ Stanislaus,0,0,0,0,0,0,0
4899,4899,California,Fall 2021,California State U Los Angeles,0,0,0,0,0,0,0
4928,4928,California,Fall 2021,Canada College,0,0,0,0,0,0,0
5016,5016,California,Fall 2021,Cerritos College,0,0,0,0,0,0,0
5029,5029,California,Fall 2021,Cerro Coso Cmty College,0,0,0,0,0,0,0
5037,5037,California,Fall 2021,Chabot College,0,0,0,0,0,0,0
5154,5154,California,Fall 2021,Chaffey College,0,0,0,0,0,0,0
5187,5187,California,Fall 2021,Chapman University,0,0,0,0,0,0,0
5218,5218,California,Fall 2021,Citrus College,0,0,0,0,0,0,0
5269,5269,California,Fall 2021,City College San Francisco,0,0,0,0,0,0,0
5316,5316,California,Fall 2021,Claremont Mckenna College,0,0,0,0,0,0,0
5333,5333,California,Fall 2021,Clovis Community College CA,0,0,0,0,0,0,0
5371,5371,California,Fall 2021,Coastline Cmty College,0,0,0,0,0,0,0
5397,5397,California,Fall 2021,Coll Canyons,0,0,0,0,0,0,0
5453,5453,California,Fall 2021,Coll San Mateo,0,0,0,0,0,0,0
5559,5559,California,Fall 2021,College Of Alameda,0,0,0,0,0,0,0
5604,5604,California,Fall 2021,College Of Marin,0,0,0,0,0,0,0
5614,5614,California,Fall 2021,College Of The Desert,0,0,0,0,0,0,0
5667,5667,California,Fall 2021,College Of The Sequoias,0,0,0,0,0,0,0
5686,5686,California,Fall 2021,Contra Costa College,0,0,0,0,0,0,0
5749,5749,California,Fall 2021,Cosumnes River College,0,0,0,0,0,0,0
5767,5767,California,Fall 2021,Crafton Hills College,0,0,0,0,0,0,0
5796,5796,California,Fall 2021,Cuesta College,0,0,0,0,0,0,0
5861,5861,California,Fall 2021,Cuyamaca College*,0,0,0,0,0,0,0
5881,5881,California,Fall 2021,Cypress College,0,0,0,0,0,0,0
5948,5948,California,Fall 2021,De Anza College,0,0,0,0,0,0,0
6097,6097,California,Fall 2021,Defense Language Institute,0,0,0,0,0,0,0
6139,6139,California,Fall 2021,Diablo Valley College,0,0,0,0,0,0,0
6313,6313,California,Fall 2021,East Los Angeles College,0,0,0,0,0,0,0
6389,6389,California,Fall 2021,El Camino College,0,0,0,0,0,0,0
6465,6465,California,Fall 2021,Evergreen Valley College,0,0,0,0,0,0,0
6515,6515,California,Fall 2021,Folsom Lake College,0,0,0,0,0,0,0
6530,6530,California,Fall 2021,Foothill College,0,0,0,0,0,0,0
6605,6605,California,Fall 2021,Fullerton College,0,0,0,0,0,0,0
6642,6642,California,Fall 2021,Glendale Cmty College Ca,0,0,0,0,0,0,0
6678,6678,California,Fall 2021,Golden West College,0,0,0,0,0,0,0
6722,6722,California,Fall 2021,Grossmont Cmty College,0,0,0,0,0,0,0
6742,6742,California,Fall 2021,Harvey Mudd College,0,0,0,0,0,0,0
6761,6761,California,Fall 2021,Irvine Valley College,0,0,0,0,0,0,0
6838,6838,California,Fall 2021,John F Kennedy University,0,0,0,0,0,0,0
6892,6892,California,Fall 2021,Lake Tahoe Cmty College,0,0,0,0,0,0,0
6906,6906,California,Fall 2021,Laney College Undergraduate,0,0,0,0,0,0,0
6972,6972,California,Fall 2021,Las Positas College,0,0,0,0,0,0,0
7075,7075,California,Fall 2021,Long Beach City College,0,0,0,0,0,0,0
7121,7121,California,Fall 2021,Los Angeles City College,0,0,0,0,0,0,0
7148,7148,California,Fall 2021,Los Angeles Harbor College,0,0,0,0,0,0,0
7159,7159,California,Fall 2021,Los Angeles Mission College,0,0,0,0,0,0,0
7208,7208,California,Fall 2021,Los Angeles Pierce College,0,0,0,0,0,0,0
7250,7250,California,Fall 2021,Los Angeles Southwest College,0,0,0,0,0,0,0
7260,7260,California,Fall 2021,Los Angeles Trade-Tech College,0,0,0,0,0,0,0
7265,7265,California,Fall 2021,Los Angeles Valley College,0,0,0,0,0,0,0
7280,7280,California,Fall 2021,Los Angeles Valley College*,0,0,0,0,0,0,0
7318,7318,California,Fall 2021,Los Medanos College,0,0,0,0,0,0,0
7363,7363,California,Fall 2021,Loyola Marymount University,0,0,0,0,0,0,0
7389,7389,California,Fall 2021,Marymount California Univ,0,0,0,0,0,0,0
7411,7411,California,Fall 2021,Merced College,0,0,0,0,0,0,0
7448,7448,California,Fall 2021,MiraCosta College,0,0,0,0,0,0,0
7494,7494,California,Fall 2021,Mission College,0,0,0,0,0,0,0
7549,7549,California,Fall 2021,Modesto Junior College*,0,0,0,0,0,0,0
7592,7592,California,Fall 2021,Monterey Peninsula College,0,0,0,0,0,0,0
7611,7611,California,Fall 2021,Moorpark College,0,0,0,0,0,0,0
7684,7684,California,Fall 2021,Mount San Antonio College*,0,0,0,0,0,0,0
7751,7751,California,Fall 2021,Mount San Jacinto College,0,0,0,0,0,0,0
7779,7779,California,Fall 2021,Napa Valley College,0,0,0,0,0,0,0
7782,7782,California,Fall 2021,Ohlone College,0,0,0,0,0,0,0
7870,7870,California,Fall 2021,Orange Coast College,0,0,0,0,0,0,0
7949,7949,California,Fall 2021,Oxnard College,0,0,0,0,0,0,0
7975,7975,California,Fall 2021,Pacific Union College,0,0,0,0,0,0,0
7998,7998,California,Fall 2021,Palomar College,0,0,0,0,0,0,0
8032,8032,California,Fall 2021,Pasadena City College,0,0,0,0,0,0,0
8133,8133,California,Fall 2021,Pepperdine University,0,0,0,0,0,0,0
8146,8146,California,Fall 2021,Pitzer College,0,0,0,0,0,0,0
8167,8167,California,Fall 2021,Reedley College,0,0,0,0,0,0,0
8200,8200,California,Fall 2021,Riverside Cmty College,0,0,0,0,0,0,0
8242,8242,California,Fall 2021,Sacramento City College,0,0,0,0,0,0,0
8269,8269,California,Fall 2021,Saddleback College,0,0,0,0,0,0,0
8334,8334,California,Fall 2021,San Diego Ccd - City College,0,0,0,0,0,0,0
8371,8371,California,Fall 2021,San Diego Ccd - Mesa College,0,0,0,0,0,0,0
8453,8453,California,Fall 2021,San Diego State University,0,0,0,0,0,0,0
8485,8485,California,Fall 2021,San Diego-Miramar College,0,0,0,0,0,0,0
8518,8518,California,Fall 2021,San Francisco State University,0,0,0,0,0,0,0
8544,8544,California,Fall 2021,San Jose City College,0,0,0,0,0,0,0
8579,8579,California,Fall 2021,San Jose State University,0,0,0,0,0,0,0
8662,8662,California,Fall 2021,Santa Ana College,0,0,0,0,0,0,0
8708,8708,California,Fall 2021,Santa Barbara City College,0,0,0,0,0,0,0
8842,8842,California,Fall 2021,Santa Monica College,0,0,0,0,0,0,0
8969,8969,California,Fall 2021,Santa Rosa Junior College,0,0,0,0,0,0,0
9035,9035,California,Fall 2021,Santiago Canyon College,0,0,0,0,0,0,0
9081,9081,California,Fall 2021,Scripps College,0,0,0,0,0,0,0
9099,9099,California,Fall 2021,Shasta College,0,0,0,0,0,0,0
9157,9157,California,Fall 2021,Sierra College,0,0,0,0,0,0,0
9210,9210,California,Fall 2021,Skyline College,0,0,0,0,0,0,0
9285,9285,California,Fall 2021,Soka University Of America,0,0,0,0,0,0,0
9322,9322,California,Fall 2021,Solano Cmty College,0,0,0,0,0,0,0
9353,9353,California,Fall 2021,Sonoma State University,0,0,0,0,0,0,0
9363,9363,California,Fall 2021,Southwstrn College Ca,0,0,0,0,0,0,0
9434,9434,California,Fall 2021,Stanford University,0,0,0,0,0,0,0
9471,9471,California,Fall 2021,Taft College,0,0,0,0,0,0,0
9497,9497,California,Fall 2021,Univ Calif Berkeley,0,0,0,0,0,0,0
9618,9618,California,Fall 2021,Univ Calif Davis,0,0,0,0,0,0,0
9735,9735,California,Fall 2021,Univ Calif Irvine,0,0,0,0,0,0,0
9804,9804,California,Fall 2021,Univ Calif Los Angeles,0,0,0,0,0,0,0
9898,9898,California,Fall 2021,Univ Calif Santa Barbara,0,0,0,0,0,0,0
9946,9946,California,Fall 2021,Univ Calif Santa Cruz,0,0,0,0,0,0,0
10031,10031,California,Fall 2021,Univ California Riverside,0,0,0,0,0,0,0
10065,10065,California,Fall 2021,Univ La Verne,0,0,0,0,0,0,0
10087,10087,California,Fall 2021,Univ Of California Merced,0,0,0,0,0,0,0
10130,10130,California,Fall 2021,Univ Of California San Diego,0,0,0,0,0,0,0
10228,10228,California,Fall 2021,Univ San Diego,0,0,0,0,0,0,0
10231,10231,California,Fall 2021,Univ San Francisco,0,0,0,0,0,0,0
10284,10284,California,Fall 2021,Univ Southern California,0,0,0,0,0,0,0
10394,10394,California,Fall 2021,University Of Redlands,0,0,0,0,0,0,0
10425,10425,California,Fall 2021,Ventura College,0,0,0,0,0,0,0
10503,10503,California,Fall 2021,West Los Angeles College,0,0,0,0,0,0,0
10514,10514,California,Fall 2021,West Valley College,0,0,0,0,0,0,0
10589,10589,Colorado,Fall 2021,Aims Cmty College,0,0,0,0,0,0,0
10633,10633,Colorado,Fall 2021,Arapahoe Cmty College,0,0,0,0,0,0,0
10676,10676,Colorado,Fall 2021,Colorado Christian Univ,0,0,0,0,0,0,0
10692,10692,Colorado,Fall 2021,Colorado College,0,0,0,0,0,0,0
10719,10719,Colorado,Fall 2021,Colorado Mtn Col Glenwood Spgs,0,0,0,0,0,0,0
10773,10773,Colorado,Fall 2021,Colorado School Mines,0,0,0,0,0,0,0
10829,10829,Colorado,Fall 2021,Colorado State Univ Ft Collins,0,0,0,0,0,0,0
10927,10927,Colorado,Fall 2021,Community C Aurora,0,0,0,0,0,0,0
10963,10963,Colorado,Fall 2021,Community C Denver,0,0,0,0,0,0,0
11009,11009,Colorado,Fall 2021,Front Range Cmty College,0,0,0,0,0,0,0
11057,11057,Colorado,Fall 2021,Lamar Cmty College,0,0,0,0,0,0,0
11085,11085,Colorado,Fall 2021,Pikes Peak Cmty College,0,0,0,0,0,0,0
11112,11112,Colorado,Fall 2021,Red Rocks Community College,0,0,0,0,0,0,0
11158,11158,Colorado,Fall 2021,United States Air Force Acad,0,0,0,0,0,0,0
11354,11354,Colorado,Fall 2021,Univ Colorado Boulder*,0,0,0,0,0,0,0
11531,11531,Colorado,Fall 2021,Univ Colorado Colorado Spgs,0,0,0,0,0,0,0
11570,11570,Colorado,Fall 2021,Univ Denver,0,0,0,0,0,0,0
11620,11620,Colorado,Fall 2021,University Colorado Denver,0,0,0,0,0,0,0
11698,11698,Colorado,Fall 2021,University Northern Colorado,0,0,0,0,0,0,0
11745,11745,Connecticut,Fall 2021,Asnuntuck Community College,0,0,0,0,0,0,0
11779,11779,Connecticut,Fall 2021,Centrl Connecticut St Univ,0,0,0,0,0,0,0
11809,11809,Connecticut,Fall 2021,Connecticut College,0,0,0,0,0,0,0
11835,11835,Connecticut,Fall 2021,Fairfield University,0,0,0,0,0,0,0
11931,11931,Connecticut,Fall 2021,Gateway Community College,0,0,0,0,0,0,0
12037,12037,Connecticut,Fall 2021,Manchester Comm College - CT,0,0,0,0,0,0,0
12125,12125,Connecticut,Fall 2021,Norwalk Community College,0,0,0,0,0,0,0
12260,12260,Connecticut,Fall 2021,Southrn Connecticut State Univ,0,0,0,0,0,0,0
12268,12268,Connecticut,Fall 2021,Three Rivers Cmty College*,0,0,0,0,0,0,0
12348,12348,Connecticut,Fall 2021,United States Coast Guard Acad,0,0,0,0,0,0,0
12405,12405,Connecticut,Fall 2021,Univ Bridgeport,0,0,0,0,0,0,0
12426,12426,Connecticut,Fall 2021,Univ Connecticut,0,0,0,0,0,0,0
12625,12625,Connecticut,Fall 2021,Univ Hartford,0,0,0,0,0,0,0
12645,12645,Connecticut,Fall 2021,Univ New Haven,0,0,0,0,0,0,0
12673,12673,Connecticut,Fall 2021,Westrn Connecticut State Univ,0,0,0,0,0,0,0
12712,12712,Connecticut,Fall 2021,Yale University,0,0,0,0,0,0,0
12878,12878,Delaware,Fall 2021,Delaware State University,0,0,0,0,0,0,0
12913,12913,Delaware,Fall 2021,Delaware Tec Cc Owens Campus,0,0,0,0,0,0,0
12929,12929,Delaware,Fall 2021,Delaware Tec Cc Wilmington,0,0,0,0,0,0,0
12948,12948,Delaware,Fall 2021,Univ Delaware,0,0,0,0,0,0,0
13061,13061,District of Columbia,Fall 2021,American University Wash Dc,0,0,0,0,0,0,0
13106,13106,District of Columbia,Fall 2021,Gallaudet University,0,0,0,0,0,0,0
13120,13120,District of Columbia,Fall 2021,George Washington University,0,0,0,0,0,0,0
13359,13359,District of Columbia,Fall 2021,Georgetown University,0,0,0,0,0,0,0
13448,13448,District of Columbia,Fall 2021,Howard University,0,0,0,0,0,0,0
13525,13525,Florida,Fall 2021,Barry University,0,0,0,0,0,0,0
13614,13614,Florida,Fall 2021,Broward College,0,0,0,0,0,0,0
13652,13652,Florida,Fall 2021,Chipola College,0,0,0,0,0,0,0
13690,13690,Florida,Fall 2021,College Of Central Florida,0,0,0,0,0,0,0
13802,13802,Florida,Fall 2021,Daytona State College,0,0,0,0,0,0,0
13867,13867,Florida,Fall 2021,Eastern Florida State College*,0,0,0,0,0,0,0
13929,13929,Florida,Fall 2021,Eckerd College,0,0,0,0,0,0,0
14000,14000,Florida,Fall 2021,Embry-Riddle Aeron U Florida,0,0,0,0,0,0,0
14240,14240,Florida,Fall 2021,Florida Atlantic University,0,0,0,0,0,0,0
14316,14316,Florida,Fall 2021,Florida College,0,0,0,0,0,0,0
14354,14354,Florida,Fall 2021,Florida Gateway College,0,0,0,0,0,0,0
14384,14384,Florida,Fall 2021,Florida Gulf Coast University,0,0,0,0,0,0,0
14419,14419,Florida,Fall 2021,Florida Institute Of Techlgy,0,0,0,0,0,0,0
14570,14570,Florida,Fall 2021,Florida International Univ,0,0,0,0,0,0,0
14784,14784,Florida,Fall 2021,Florida Keys Cmty College,0,0,0,0,0,0,0
14807,14807,Florida,Fall 2021,Florida Southern College,0,0,0,0,0,0,0
14855,14855,Florida,Fall 2021,Florida Southwestern St Colg,0,0,0,0,0,0,0
14969,14969,Florida,Fall 2021,Florida State Colg @ Jackson,0,0,0,0,0,0,0
15076,15076,Florida,Fall 2021,Florida State University,0,0,0,0,0,0,0
15402,15402,Florida,Fall 2021,Gulf Coast State College,0,0,0,0,0,0,0
15563,15563,Florida,Fall 2021,Hillsborough Cmty College,0,0,0,0,0,0,0
15728,15728,Florida,Fall 2021,Indian River State College,0,0,0,0,0,0,0
15784,15784,Florida,Fall 2021,Jacksonville University,0,0,0,0,0,0,0
16029,16029,Florida,Fall 2021,Lake Sumter State College,0,0,0,0,0,0,0
16076,16076,Florida,Fall 2021,Lynn University*,0,0,0,0,0,0,0
16115,16115,Florida,Fall 2021,Miami-Dade College North,0,0,0,0,0,0,0
16485,16485,Florida,Fall 2021,North Florida Community Coll,0,0,0,0,0,0,0
16546,16546,Florida,Fall 2021,Northwest Florida State Coll,0,0,0,0,0,0,0
16599,16599,Florida,Fall 2021,Nova Southeastern Univ,0,0,0,0,0,0,0
16638,16638,Florida,Fall 2021,Palm Beach Atlantic University,0,0,0,0,0,0,0
16669,16669,Florida,Fall 2021,Palm Beach State College,0,0,0,0,0,0,0
16904,16904,Florida,Fall 2021,Pasco-Hernando Community Colg,0,0,0,0,0,0,0
16981,16981,Florida,Fall 2021,Pensacola State College*,0,0,0,0,0,0,0
17039,17039,Florida,Fall 2021,Polk State College,0,0,0,0,0,0,0
17093,17093,Florida,Fall 2021,Rollins College Winter Park,0,0,0,0,0,0,0
17209,17209,Florida,Fall 2021,Santa Fe College Florida,0,0,0,0,0,0,0
17335,17335,Florida,Fall 2021,Seminole State College Of Fl,0,0,0,0,0,0,0
17374,17374,Florida,Fall 2021,South Florida Community Coll,0,0,0,0,0,0,0
17468,17468,Florida,Fall 2021,St Petersburg College,0,0,0,0,0,0,0
17615,17615,Florida,Fall 2021,St Thomas University Fl,0,0,0,0,0,0,0
17715,17715,Florida,Fall 2021,State Col Fl Manatee-Sarasota,0,0,0,0,0,0,0
17736,17736,Florida,Fall 2021,Stetson University,0,0,0,0,0,0,0
17814,17814,Florida,Fall 2021,Tallahassee Community College,0,0,0,0,0,0,0
17939,17939,Florida,Fall 2021,Univ Central Florida,0,0,0,0,0,0,0
18086,18086,Florida,Fall 2021,Univ Florida,0,0,0,0,0,0,0
18637,18637,Florida,Fall 2021,Univ North Florida,0,0,0,0,0,0,0
18776,18776,Florida,Fall 2021,Univ South Florida,0,0,0,0,0,0,0
19004,19004,Florida,Fall 2021,Univ West Florida,0,0,0,0,0,0,0
19129,19129,Florida,Fall 2021,University Of Miami,0,0,0,0,0,0,0
19350,19350,Florida,Fall 2021,University Of Tampa,0,0,0,0,0,0,0
19420,19420,Florida,Fall 2021,Valencia College,0,0,0,0,0,0,0
19589,19589,Georgia,Fall 2021,Abrham Baldwin Agricultrl Coll,0,0,0,0,0,0,0
19717,19717,Georgia,Fall 2021,Agnes Scott College,0,0,0,0,0,0,0
20040,20040,Georgia,Fall 2021,Albany Area Voc-Techl School*,0,0,0,0,0,0,0
20053,20053,Georgia,Fall 2021,Albany State University,0,0,0,0,0,0,0
20264,20264,Georgia,Fall 2021,Albany Technical College,0,0,0,0,0,0,0
20349,20349,Georgia,Fall 2021,Altamaha Technical College*,0,0,0,0,0,0,0
20441,20441,Georgia,Fall 2021,American Intercontinental Uni*,0,0,0,0,0,0,0
20509,20509,Georgia,Fall 2021,Andrew College,0,0,0,0,0,0,0
20548,20548,Georgia,Fall 2021,Armstrong State University,0,0,0,0,0,0,0
20852,20852,Georgia,Fall 2021,Athens Technical College,0,0,0,0,0,0,0
21024,21024,Georgia,Fall 2021,Atlanta Metropolitan State Col,0,0,0,0,0,0,0
21049,21049,Georgia,Fall 2021,Atlanta Technical College,0,0,0,0,0,0,0
21150,21150,Georgia,Fall 2021,Augusta State University,0,0,0,0,0,0,0
21382,21382,Georgia,Fall 2021,Augusta Technical College,0,0,0,0,0,0,0
21476,21476,Georgia,Fall 2021,Augusta University,0,0,0,0,0,0,0
21652,21652,Georgia,Fall 2021,Bainbridge State College,0,0,0,0,0,0,0
21759,21759,Georgia,Fall 2021,Berry College,0,0,0,0,0,0,0
21905,21905,Georgia,Fall 2021,Brenau University,0,0,0,0,0,0,0
21941,21941,Georgia,Fall 2021,Brewton-Parker College,0,0,0,0,0,0,0
21946,21946,Georgia,Fall 2021,Centrl Georgia Tech College,0,0,0,0,0,0,0
22033,22033,Georgia,Fall 2021,Chattahoochee Tech College,0,0,0,0,0,0,0
22151,22151,Georgia,Fall 2021,Clark Atlanta University,0,0,0,0,0,0,0
22269,22269,Georgia,Fall 2021,Clayton State Univ,0,0,0,0,0,0,0
22324,22324,Georgia,Fall 2021,Coastal Pines Technical Colg,0,0,0,0,0,0,0
22409,22409,Georgia,Fall 2021,College Of Coastal Georgia,0,0,0,0,0,0,0
22464,22464,Georgia,Fall 2021,Columbus State University,0,0,0,0,0,0,0
22614,22614,Georgia,Fall 2021,Columbus Technical College,0,0,0,0,0,0,0
22711,22711,Georgia,Fall 2021,Covenant College,0,0,0,0,0,0,0
22860,22860,Georgia,Fall 2021,Dalton College,0,0,0,0,0,0,0
22997,22997,Georgia,Fall 2021,Darton College,0,0,0,0,0,0,0
23225,23225,Georgia,Fall 2021,Devry University Decatur,0,0,0,0,0,0,0
23416,23416,Georgia,Fall 2021,East Georgia State College,0,0,0,0,0,0,0
23445,23445,Georgia,Fall 2021,Emmanuel College Georgia,0,0,0,0,0,0,0
23455,23455,Georgia,Fall 2021,Emory University,0,0,0,0,0,0,0
23974,23974,Georgia,Fall 2021,Fort Valley State University,0,0,0,0,0,0,0
24029,24029,Georgia,Fall 2021,Ga Piedmont Technical College,0,0,0,0,0,0,0
24135,24135,Georgia,Fall 2021,Georgia Coll & State Univ,0,0,0,0,0,0,0
24288,24288,Georgia,Fall 2021,Georgia Gwinnett College,0,0,0,0,0,0,0
24465,24465,Georgia,Fall 2021,Georgia Highlands College,0,0,0,0,0,0,0
24538,24538,Georgia,Fall 2021,Georgia Military College,0,0,0,0,0,0,0
24596,24596,Georgia,Fall 2021,Georgia Northwestern Tech Colg,0,0,0,0,0,0,0
24712,24712,Georgia,Fall 2021,Georgia Southern University,0,0,0,0,0,0,0
25156,25156,Georgia,Fall 2021,Georgia Southwestern St Univ,0,0,0,0,0,0,0
25212,25212,Georgia,Fall 2021,Georgia State University,0,0,0,0,0,0,0
25966,25966,Georgia,Fall 2021,Gordon State College,0,0,0,0,0,0,0
26082,26082,Georgia,Fall 2021,Gwinnett Technical College,0,0,0,0,0,0,0
26282,26282,Georgia,Fall 2021,Kennesaw State University,0,0,0,0,0,0,0
26989,26989,Georgia,Fall 2021,Lagrange College,0,0,0,0,0,0,0
26999,26999,Georgia,Fall 2021,Lanier Technical College,0,0,0,0,0,0,0
27093,27093,Georgia,Fall 2021,Life University,0,0,0,0,0,0,0
27118,27118,Georgia,Fall 2021,Macon State College,0,0,0,0,0,0,0
27238,27238,Georgia,Fall 2021,Mercer Univ Macon*,0,0,0,0,0,0,0
